analysis,pair,anchor,best_layer,best_balanced_accuracy,best_baseline_balanced_accuracy,best_auroc,best_average_precision,n_examples,n_families,status,source_label_counts,target_label_counts
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,end_of_user_message,,,,,,80,80,,,
cross_condition_best,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,10,0.6299019607843137,0.5,0.6507352941176471,0.8847723455141174,80,80,ok,"{0: 37, 1: 43}","{0: 12, 1: 68}"
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_false_belief_pressure__to__evidence_false_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition_best,evidence_false_belief_pressure__to__evidence_emotional_pressure,final_answer_position,,,,,,,,unsupported,"{0: 37, 1: 43}",{1: 80}
cross_condition_best,evidence_false_belief_pressure__to__evidence_authority_pressure,final_answer_position,,,,,,,,unsupported,"{0: 37, 1: 43}",{1: 80}
cross_condition_best,evidence_false_rationale_pressure__to__evidence_emotional_pressure,final_answer_position,,,,,,,,unsupported,"{0: 12, 1: 68}",{1: 80}
cross_condition_best,evidence_false_rationale_pressure__to__evidence_authority_pressure,final_answer_position,,,,,,,,unsupported,"{0: 12, 1: 68}",{1: 80}
cross_condition_best,evidence_emotional_pressure__to__evidence_authority_pressure,final_answer_position,,,,,,,,unsupported,{1: 80},{1: 80}
cross_condition_best,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,34,0.7857142857142857,0.5,0.9242857142857142,0.6886490419597381,80,80,ok,"{0: 74, 1: 6}","{0: 70, 1: 10}"
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
cross_condition,evidence_true_belief_pressure__to__evidence_true_rationale_pressure,final_answer_position,,,,,,80,80,,,
