label_scheme,condition,layer,layer_bucket,n_examples,n_families,n_harmful,n_nonharmful,balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix_counts,baseline_balanced_accuracy,C_used
primary,evidence_false_belief_pressure,22,middle,36,36,12,24,0.7083333333333333,0.7777777777777779,0.6924199582094319,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
primary,evidence_false_belief_pressure,23,middle,36,36,12,24,0.7083333333333333,0.7743055555555555,0.732936507936508,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
primary,evidence_false_belief_pressure,24,late,36,36,12,24,0.7083333333333333,0.8263888888888888,0.7742032273282274,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
primary,evidence_false_belief_pressure,25,late,36,36,12,24,0.7083333333333333,0.8854166666666667,0.8239943199502023,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
primary,evidence_false_belief_pressure,26,late,36,36,12,24,0.75,0.8923611111111112,0.8200260659819484,0.6666666666666666,0.6,0.75,"{""tn"": 18, ""fp"": 6, ""fn"": 3, ""tp"": 9}",0.5,1.0
primary,evidence_false_belief_pressure,27,late,36,36,12,24,0.7708333333333333,0.9027777777777778,0.8396231355790181,0.6923076923076923,0.6428571428571429,0.75,"{""tn"": 19, ""fp"": 5, ""fn"": 3, ""tp"": 9}",0.5,1.0
primary,evidence_false_belief_pressure,28,late,36,36,12,24,0.7916666666666667,0.8958333333333333,0.8302176774893494,0.72,0.6923076923076923,0.75,"{""tn"": 20, ""fp"": 4, ""fn"": 3, ""tp"": 9}",0.5,1.0
primary,evidence_false_belief_pressure,29,late,36,36,12,24,0.7916666666666667,0.90625,0.8465573563290282,0.72,0.6923076923076923,0.75,"{""tn"": 20, ""fp"": 4, ""fn"": 3, ""tp"": 9}",0.5,1.0
primary,evidence_false_belief_pressure,30,late,36,36,12,24,0.8125,0.9131944444444444,0.8611963937621833,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
primary,evidence_false_belief_pressure,31,late,36,36,12,24,0.7708333333333333,0.9097222222222222,0.8577241715399612,0.6923076923076923,0.6428571428571429,0.75,"{""tn"": 19, ""fp"": 5, ""fn"": 3, ""tp"": 9}",0.5,1.0
primary,evidence_false_belief_pressure,32,late,36,36,12,24,0.8125,0.923611111111111,0.8680660774410774,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
primary,evidence_false_belief_pressure,33,late,36,36,12,24,0.8125,0.9131944444444444,0.8546525903433798,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
primary,evidence_false_belief_pressure,34,late,36,36,12,24,0.8125,0.9340277777777778,0.888139005602241,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
primary,evidence_false_belief_pressure,35,late,36,36,12,24,0.875,0.951388888888889,0.9155423280423282,0.8148148148148148,0.7333333333333333,0.9166666666666666,"{""tn"": 20, ""fp"": 4, ""fn"": 1, ""tp"": 11}",0.5,1.0
primary,evidence_emotional_pressure,0,early,36,36,26,10,0.6884615384615385,0.6730769230769231,0.8625446481608862,0.6976744186046512,0.8823529411764706,0.5769230769230769,"{""tn"": 8, ""fp"": 2, ""fn"": 11, ""tp"": 15}",0.5,1.0
primary,evidence_emotional_pressure,1,early,36,36,26,10,0.5692307692307692,0.6307692307692307,0.832464592860902,0.6363636363636364,0.7777777777777778,0.5384615384615384,"{""tn"": 6, ""fp"": 4, ""fn"": 12, ""tp"": 14}",0.5,1.0
primary,evidence_emotional_pressure,2,early,36,36,26,10,0.7461538461538462,0.8038461538461539,0.8887391350783026,0.782608695652174,0.9,0.6923076923076923,"{""tn"": 8, ""fp"": 2, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,3,early,36,36,26,10,0.6961538461538461,0.7461538461538462,0.8125488783171112,0.7659574468085106,0.8571428571428571,0.6923076923076923,"{""tn"": 7, ""fp"": 3, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,4,early,36,36,26,10,0.6576923076923077,0.6923076923076923,0.803727136188436,0.7111111111111111,0.8421052631578947,0.6153846153846154,"{""tn"": 7, ""fp"": 3, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,5,early,36,36,26,10,0.6384615384615384,0.7038461538461538,0.8227539757129001,0.6818181818181818,0.8333333333333334,0.5769230769230769,"{""tn"": 7, ""fp"": 3, ""fn"": 11, ""tp"": 15}",0.5,1.0
primary,evidence_emotional_pressure,6,early,36,36,26,10,0.6576923076923077,0.7615384615384615,0.8610383305344359,0.7111111111111111,0.8421052631578947,0.6153846153846154,"{""tn"": 7, ""fp"": 3, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,7,early,36,36,26,10,0.6961538461538461,0.7576923076923077,0.8678702513369448,0.7659574468085106,0.8571428571428571,0.6923076923076923,"{""tn"": 7, ""fp"": 3, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,8,early,36,36,26,10,0.6961538461538461,0.7692307692307693,0.8789286571643007,0.7659574468085106,0.8571428571428571,0.6923076923076923,"{""tn"": 7, ""fp"": 3, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,9,early,36,36,26,10,0.6884615384615385,0.7769230769230769,0.885796621005651,0.6976744186046512,0.8823529411764706,0.5769230769230769,"{""tn"": 8, ""fp"": 2, ""fn"": 11, ""tp"": 15}",0.5,1.0
primary,evidence_emotional_pressure,10,early,36,36,26,10,0.7461538461538462,0.8384615384615384,0.9209995421945083,0.782608695652174,0.9,0.6923076923076923,"{""tn"": 8, ""fp"": 2, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,11,early,36,36,26,10,0.8538461538461539,0.8730769230769231,0.9474088881607184,0.875,0.9545454545454546,0.8076923076923077,"{""tn"": 9, ""fp"": 1, ""fn"": 5, ""tp"": 21}",0.5,1.0
primary,evidence_emotional_pressure,12,middle,36,36,26,10,0.7961538461538462,0.8615384615384616,0.9406802226080575,0.8,0.9473684210526315,0.6923076923076923,"{""tn"": 9, ""fp"": 1, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,13,middle,36,36,26,10,0.7769230769230769,0.8461538461538461,0.9372670997480419,0.7727272727272727,0.9444444444444444,0.6538461538461539,"{""tn"": 9, ""fp"": 1, ""fn"": 9, ""tp"": 17}",0.5,1.0
primary,evidence_emotional_pressure,14,middle,36,36,26,10,0.7961538461538462,0.9076923076923077,0.9513696464929029,0.8,0.9473684210526315,0.6923076923076923,"{""tn"": 9, ""fp"": 1, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,15,middle,36,36,26,10,0.8538461538461539,0.9230769230769231,0.961698742541602,0.875,0.9545454545454546,0.8076923076923077,"{""tn"": 9, ""fp"": 1, ""fn"": 5, ""tp"": 21}",0.5,1.0
primary,evidence_emotional_pressure,16,middle,36,36,26,10,0.7961538461538462,0.8961538461538462,0.9544774140744541,0.8,0.9473684210526315,0.6923076923076923,"{""tn"": 9, ""fp"": 1, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,17,middle,36,36,26,10,0.7961538461538462,0.9038461538461539,0.9639195284339647,0.8,0.9473684210526315,0.6923076923076923,"{""tn"": 9, ""fp"": 1, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,18,middle,36,36,26,10,0.7461538461538462,0.8461538461538461,0.9374397639870125,0.782608695652174,0.9,0.6923076923076923,"{""tn"": 8, ""fp"": 2, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,19,middle,36,36,26,10,0.7076923076923077,0.7423076923076922,0.8595537813107553,0.7272727272727273,0.8888888888888888,0.6153846153846154,"{""tn"": 8, ""fp"": 2, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,20,middle,36,36,26,10,0.6884615384615385,0.7653846153846153,0.8493787927884283,0.6976744186046512,0.8823529411764706,0.5769230769230769,"{""tn"": 8, ""fp"": 2, ""fn"": 11, ""tp"": 15}",0.5,1.0
primary,evidence_emotional_pressure,21,middle,36,36,26,10,0.6576923076923077,0.7961538461538462,0.8763424823077859,0.7111111111111111,0.8421052631578947,0.6153846153846154,"{""tn"": 7, ""fp"": 3, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,22,middle,36,36,26,10,0.6961538461538461,0.8038461538461539,0.8869048366201401,0.7659574468085106,0.8571428571428571,0.6923076923076923,"{""tn"": 7, ""fp"": 3, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,23,middle,36,36,26,10,0.7076923076923077,0.8153846153846154,0.8840474683234679,0.7272727272727273,0.8888888888888888,0.6153846153846154,"{""tn"": 8, ""fp"": 2, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,24,late,36,36,26,10,0.7076923076923077,0.7961538461538462,0.8658118027410082,0.7272727272727273,0.8888888888888888,0.6153846153846154,"{""tn"": 8, ""fp"": 2, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,25,late,36,36,26,10,0.6884615384615385,0.8038461538461539,0.8882477001769056,0.6976744186046512,0.8823529411764706,0.5769230769230769,"{""tn"": 8, ""fp"": 2, ""fn"": 11, ""tp"": 15}",0.5,1.0
primary,evidence_emotional_pressure,26,late,36,36,26,10,0.7076923076923077,0.8,0.866890968908904,0.7272727272727273,0.8888888888888888,0.6153846153846154,"{""tn"": 8, ""fp"": 2, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,27,late,36,36,26,10,0.7076923076923077,0.8,0.8795528168648696,0.7272727272727273,0.8888888888888888,0.6153846153846154,"{""tn"": 8, ""fp"": 2, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,28,late,36,36,26,10,0.7076923076923077,0.7961538461538461,0.8664762382710497,0.7272727272727273,0.8888888888888888,0.6153846153846154,"{""tn"": 8, ""fp"": 2, ""fn"": 10, ""tp"": 16}",0.5,1.0
primary,evidence_emotional_pressure,29,late,36,36,26,10,0.726923076923077,0.7961538461538462,0.865045529280659,0.7555555555555555,0.8947368421052632,0.6538461538461539,"{""tn"": 8, ""fp"": 2, ""fn"": 9, ""tp"": 17}",0.5,1.0
primary,evidence_emotional_pressure,30,late,36,36,26,10,0.7653846153846153,0.7884615384615384,0.8600769565791259,0.8085106382978723,0.9047619047619048,0.7307692307692307,"{""tn"": 8, ""fp"": 2, ""fn"": 7, ""tp"": 19}",0.5,1.0
primary,evidence_emotional_pressure,31,late,36,36,26,10,0.7461538461538462,0.7999999999999999,0.8787881343595811,0.782608695652174,0.9,0.6923076923076923,"{""tn"": 8, ""fp"": 2, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,32,late,36,36,26,10,0.7461538461538462,0.8192307692307692,0.8763857320168605,0.782608695652174,0.9,0.6923076923076923,"{""tn"": 8, ""fp"": 2, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,33,late,36,36,26,10,0.7461538461538462,0.8307692307692308,0.8933383463959454,0.782608695652174,0.9,0.6923076923076923,"{""tn"": 8, ""fp"": 2, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,evidence_emotional_pressure,34,late,36,36,26,10,0.726923076923077,0.8269230769230769,0.8999087578525049,0.7555555555555555,0.8947368421052632,0.6538461538461539,"{""tn"": 8, ""fp"": 2, ""fn"": 9, ""tp"": 17}",0.5,1.0
primary,evidence_emotional_pressure,35,late,36,36,26,10,0.7461538461538462,0.823076923076923,0.8986030298648144,0.782608695652174,0.9,0.6923076923076923,"{""tn"": 8, ""fp"": 2, ""fn"": 8, ""tp"": 18}",0.5,1.0
primary,closed_context_false_belief_pressure,0,early,36,36,31,5,0.7548387096774194,0.7806451612903226,0.9488051071770531,0.8148148148148148,0.9565217391304348,0.7096774193548387,"{""tn"": 4, ""fp"": 1, ""fn"": 9, ""tp"": 22}",0.5,1.0
primary,closed_context_false_belief_pressure,1,early,36,36,31,5,0.7548387096774194,0.8580645161290322,0.9672618544091685,0.8148148148148148,0.9565217391304348,0.7096774193548387,"{""tn"": 4, ""fp"": 1, ""fn"": 9, ""tp"": 22}",0.5,1.0
primary,closed_context_false_belief_pressure,2,early,36,36,31,5,0.6387096774193548,0.7935483870967741,0.9572366810056216,0.7777777777777778,0.9130434782608695,0.6774193548387096,"{""tn"": 3, ""fp"": 2, ""fn"": 10, ""tp"": 21}",0.5,1.0
primary,closed_context_false_belief_pressure,3,early,36,36,31,5,0.6548387096774193,0.8064516129032258,0.9581736773770315,0.8,0.9166666666666666,0.7096774193548387,"{""tn"": 3, ""fp"": 2, ""fn"": 9, ""tp"": 22}",0.5,1.0
primary,closed_context_false_belief_pressure,4,early,36,36,31,5,0.6548387096774193,0.7225806451612904,0.9346949871890247,0.8,0.9166666666666666,0.7096774193548387,"{""tn"": 3, ""fp"": 2, ""fn"": 9, ""tp"": 22}",0.5,1.0
primary,closed_context_false_belief_pressure,5,early,36,36,31,5,0.7064516129032259,0.7870967741935484,0.9523244446727173,0.7450980392156863,0.95,0.6129032258064516,"{""tn"": 4, ""fp"": 1, ""fn"": 12, ""tp"": 19}",0.5,1.0
primary,closed_context_false_belief_pressure,6,early,36,36,31,5,0.7064516129032259,0.8064516129032258,0.9575968544612561,0.7450980392156863,0.95,0.6129032258064516,"{""tn"": 4, ""fp"": 1, ""fn"": 12, ""tp"": 19}",0.5,1.0
primary,closed_context_false_belief_pressure,7,early,36,36,31,5,0.6903225806451614,0.8387096774193548,0.967252588254921,0.72,0.9473684210526315,0.5806451612903226,"{""tn"": 4, ""fp"": 1, ""fn"": 13, ""tp"": 18}",0.5,1.0
primary,closed_context_false_belief_pressure,8,early,36,36,31,5,0.7548387096774194,0.8064516129032258,0.9577350482518953,0.8148148148148148,0.9565217391304348,0.7096774193548387,"{""tn"": 4, ""fp"": 1, ""fn"": 9, ""tp"": 22}",0.5,1.0
primary,closed_context_false_belief_pressure,9,early,36,36,31,5,0.7387096774193549,0.8,0.9581650244883231,0.7924528301886793,0.9545454545454546,0.6774193548387096,"{""tn"": 4, ""fp"": 1, ""fn"": 10, ""tp"": 21}",0.5,1.0
primary,closed_context_false_belief_pressure,10,early,36,36,31,5,0.7387096774193549,0.7806451612903226,0.9468830567547425,0.7924528301886793,0.9545454545454546,0.6774193548387096,"{""tn"": 4, ""fp"": 1, ""fn"": 10, ""tp"": 21}",0.5,1.0
primary,closed_context_false_belief_pressure,11,early,36,36,31,5,0.7064516129032259,0.864516129032258,0.971156125855622,0.7450980392156863,0.95,0.6129032258064516,"{""tn"": 4, ""fp"": 1, ""fn"": 12, ""tp"": 19}",0.5,1.0
primary,closed_context_false_belief_pressure,12,middle,36,36,31,5,0.6903225806451614,0.8451612903225807,0.9653646921765714,0.72,0.9473684210526315,0.5806451612903226,"{""tn"": 4, ""fp"": 1, ""fn"": 13, ""tp"": 18}",0.5,1.0
primary,closed_context_false_belief_pressure,13,middle,36,36,31,5,0.7225806451612904,0.8903225806451613,0.9800976945272655,0.7692307692307693,0.9523809523809523,0.6451612903225806,"{""tn"": 4, ""fp"": 1, ""fn"": 11, ""tp"": 20}",0.5,1.0
primary,closed_context_false_belief_pressure,14,middle,36,36,31,5,0.8225806451612903,0.9161290322580645,0.9847505004269765,0.7843137254901961,1.0,0.6451612903225806,"{""tn"": 5, ""fp"": 0, ""fn"": 11, ""tp"": 20}",0.5,1.0
primary,closed_context_false_belief_pressure,15,middle,36,36,31,5,0.6903225806451614,0.9161290322580646,0.9835240148937794,0.72,0.9473684210526315,0.5806451612903226,"{""tn"": 4, ""fp"": 1, ""fn"": 13, ""tp"": 18}",0.5,1.0
primary,closed_context_false_belief_pressure,16,middle,36,36,31,5,0.7225806451612904,0.8774193548387097,0.9762144290936707,0.7692307692307693,0.9523809523809523,0.6451612903225806,"{""tn"": 4, ""fp"": 1, ""fn"": 11, ""tp"": 20}",0.5,1.0
primary,closed_context_false_belief_pressure,17,middle,36,36,31,5,0.7548387096774194,0.8774193548387097,0.9770901215016212,0.8148148148148148,0.9565217391304348,0.7096774193548387,"{""tn"": 4, ""fp"": 1, ""fn"": 9, ""tp"": 22}",0.5,1.0
primary,closed_context_false_belief_pressure,18,middle,36,36,31,5,0.8387096774193548,0.9225806451612902,0.9874401247131435,0.8076923076923077,1.0,0.6774193548387096,"{""tn"": 5, ""fp"": 0, ""fn"": 10, ""tp"": 21}",0.5,1.0
primary,closed_context_false_belief_pressure,19,middle,36,36,31,5,0.7225806451612904,0.8258064516129033,0.9610631432531518,0.7692307692307693,0.9523809523809523,0.6451612903225806,"{""tn"": 4, ""fp"": 1, ""fn"": 11, ""tp"": 20}",0.5,1.0
primary,closed_context_false_belief_pressure,20,middle,36,36,31,5,0.7387096774193549,0.8451612903225806,0.9668078911726068,0.7924528301886793,0.9545454545454546,0.6774193548387096,"{""tn"": 4, ""fp"": 1, ""fn"": 10, ""tp"": 21}",0.5,1.0
primary,closed_context_false_belief_pressure,21,middle,36,36,31,5,0.7064516129032259,0.7935483870967741,0.9558935997703892,0.7450980392156863,0.95,0.6129032258064516,"{""tn"": 4, ""fp"": 1, ""fn"": 12, ""tp"": 19}",0.5,1.0
primary,closed_context_false_belief_pressure,22,middle,36,36,31,5,0.7064516129032259,0.8516129032258065,0.9693098930857191,0.7450980392156863,0.95,0.6129032258064516,"{""tn"": 4, ""fp"": 1, ""fn"": 12, ""tp"": 19}",0.5,1.0
primary,closed_context_false_belief_pressure,23,middle,36,36,31,5,0.7064516129032259,0.8709677419354839,0.975463567307276,0.7450980392156863,0.95,0.6129032258064516,"{""tn"": 4, ""fp"": 1, ""fn"": 12, ""tp"": 19}",0.5,1.0
primary,closed_context_false_belief_pressure,24,late,36,36,31,5,0.7064516129032259,0.8258064516129032,0.962664905658994,0.7450980392156863,0.95,0.6129032258064516,"{""tn"": 4, ""fp"": 1, ""fn"": 12, ""tp"": 19}",0.5,1.0
primary,closed_context_false_belief_pressure,25,late,36,36,31,5,0.6903225806451614,0.8129032258064516,0.9644084421561994,0.72,0.9473684210526315,0.5806451612903226,"{""tn"": 4, ""fp"": 1, ""fn"": 13, ""tp"": 18}",0.5,1.0
primary,closed_context_false_belief_pressure,26,late,36,36,31,5,0.6741935483870968,0.8258064516129032,0.9685689936364852,0.6938775510204082,0.9444444444444444,0.5483870967741935,"{""tn"": 4, ""fp"": 1, ""fn"": 14, ""tp"": 17}",0.5,1.0
primary,closed_context_false_belief_pressure,27,late,36,36,31,5,0.7419354838709677,0.8064516129032258,0.9661181947340735,0.6521739130434783,1.0,0.4838709677419355,"{""tn"": 5, ""fp"": 0, ""fn"": 16, ""tp"": 15}",0.5,1.0
primary,closed_context_false_belief_pressure,28,late,36,36,31,5,0.7741935483870968,0.8580645161290323,0.9762778793846096,0.7083333333333334,1.0,0.5483870967741935,"{""tn"": 5, ""fp"": 0, ""fn"": 14, ""tp"": 17}",0.5,1.0
primary,closed_context_false_belief_pressure,29,late,36,36,31,5,0.7741935483870968,0.8580645161290323,0.9768884837820302,0.7083333333333334,1.0,0.5483870967741935,"{""tn"": 5, ""fp"": 0, ""fn"": 14, ""tp"": 17}",0.5,1.0
primary,closed_context_false_belief_pressure,30,late,36,36,31,5,0.7903225806451613,0.8516129032258064,0.9750714071243177,0.7346938775510204,1.0,0.5806451612903226,"{""tn"": 5, ""fp"": 0, ""fn"": 13, ""tp"": 18}",0.5,1.0
primary,closed_context_false_belief_pressure,31,late,36,36,31,5,0.7741935483870968,0.8516129032258064,0.9750714071243177,0.7083333333333334,1.0,0.5483870967741935,"{""tn"": 5, ""fp"": 0, ""fn"": 14, ""tp"": 17}",0.5,1.0
primary,closed_context_false_belief_pressure,32,late,36,36,31,5,0.7741935483870968,0.9161290322580645,0.9869244155440287,0.7083333333333334,1.0,0.5483870967741935,"{""tn"": 5, ""fp"": 0, ""fn"": 14, ""tp"": 17}",0.5,1.0
primary,closed_context_false_belief_pressure,33,late,36,36,31,5,0.8225806451612903,0.9290322580645162,0.9892718811423284,0.7843137254901961,1.0,0.6451612903225806,"{""tn"": 5, ""fp"": 0, ""fn"": 11, ""tp"": 20}",0.5,1.0
primary,closed_context_false_belief_pressure,34,late,36,36,31,5,0.7903225806451613,0.9290322580645161,0.9893936494370668,0.7346938775510204,1.0,0.5806451612903226,"{""tn"": 5, ""fp"": 0, ""fn"": 13, ""tp"": 18}",0.5,1.0
primary,closed_context_false_belief_pressure,35,late,36,36,31,5,0.7580645161290323,0.8193548387096774,0.9700913114516568,0.6808510638297872,1.0,0.5161290322580645,"{""tn"": 5, ""fp"": 0, ""fn"": 15, ""tp"": 16}",0.5,1.0
strict,evidence_false_belief_pressure,0,early,36,36,12,24,0.7083333333333333,0.732638888888889,0.6786486389427566,0.6206896551724138,0.5294117647058824,0.75,"{""tn"": 16, ""fp"": 8, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_false_belief_pressure,1,early,36,36,12,24,0.6458333333333334,0.7222222222222222,0.7028154350522772,0.5384615384615384,0.5,0.5833333333333334,"{""tn"": 17, ""fp"": 7, ""fn"": 5, ""tp"": 7}",0.5,1.0
