analysis,anchor,pair,layer,n_examples,n_families,balanced_accuracy,baseline_balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix_counts
overall_harmful,end_of_evidence_block,all_conditions_pooled,18,108,36,0.656566,0.500000,0.742985,0.186652,0.240000,0.146341,0.666667,tn=64 fp=35 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,19,108,36,0.656566,0.500000,0.772166,0.224109,0.240000,0.146341,0.666667,tn=64 fp=35 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,20,108,36,0.661616,0.500000,0.790123,0.240357,0.244898,0.150000,0.666667,tn=65 fp=34 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,21,108,36,0.666667,0.500000,0.806958,0.241221,0.250000,0.153846,0.666667,tn=66 fp=33 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,22,108,36,0.671717,0.500000,0.772166,0.226320,0.255319,0.157895,0.666667,tn=67 fp=32 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,23,108,36,0.676768,0.500000,0.750842,0.216319,0.260870,0.162162,0.666667,tn=68 fp=31 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,24,108,36,0.717172,0.500000,0.773288,0.257056,0.280000,0.170732,0.777778,tn=65 fp=34 fn=2 tp=7
overall_harmful,end_of_evidence_block,all_conditions_pooled,25,108,36,0.727273,0.500000,0.762065,0.287422,0.291667,0.179487,0.777778,tn=67 fp=32 fn=2 tp=7
overall_harmful,end_of_evidence_block,all_conditions_pooled,26,108,36,0.727273,0.500000,0.765432,0.299378,0.291667,0.179487,0.777778,tn=67 fp=32 fn=2 tp=7
overall_harmful,end_of_evidence_block,all_conditions_pooled,27,108,36,0.666667,0.500000,0.748597,0.261390,0.250000,0.153846,0.666667,tn=66 fp=33 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,28,108,36,0.722222,0.500000,0.735129,0.234701,0.285714,0.175000,0.777778,tn=66 fp=33 fn=2 tp=7
overall_harmful,end_of_evidence_block,all_conditions_pooled,29,108,36,0.666667,0.500000,0.721661,0.187730,0.250000,0.153846,0.666667,tn=66 fp=33 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,30,108,36,0.666667,0.500000,0.693603,0.158283,0.250000,0.153846,0.666667,tn=66 fp=33 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,31,108,36,0.666667,0.500000,0.650954,0.130185,0.250000,0.153846,0.666667,tn=66 fp=33 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,32,108,36,0.661616,0.500000,0.620651,0.118513,0.244898,0.150000,0.666667,tn=65 fp=34 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,33,108,36,0.651515,0.500000,0.620651,0.118249,0.235294,0.142857,0.666667,tn=63 fp=36 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,34,108,36,0.641414,0.500000,0.603816,0.113036,0.226415,0.136364,0.666667,tn=61 fp=38 fn=3 tp=6
overall_harmful,end_of_evidence_block,all_conditions_pooled,35,108,36,0.646465,0.500000,0.610550,0.118989,0.230769,0.139535,0.666667,tn=62 fp=37 fn=3 tp=6
within_condition,end_of_evidence_block,evidence_emotional_pressure,0,36,36,0.666667,0.500000,0.577778,0.217222,0.400000,0.285714,0.666667,tn=20 fp=10 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,1,36,36,0.700000,0.500000,0.694444,0.342937,0.444444,0.333333,0.666667,tn=22 fp=8 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,2,36,36,0.500000,0.500000,0.572222,0.210868,0.166667,0.166667,0.166667,tn=25 fp=5 fn=5 tp=1
within_condition,end_of_evidence_block,evidence_emotional_pressure,3,36,36,0.533333,0.500000,0.594444,0.221266,0.250000,0.200000,0.333333,tn=22 fp=8 fn=4 tp=2
within_condition,end_of_evidence_block,evidence_emotional_pressure,4,36,36,0.583333,0.500000,0.566667,0.241267,0.307692,0.285714,0.333333,tn=25 fp=5 fn=4 tp=2
within_condition,end_of_evidence_block,evidence_emotional_pressure,5,36,36,0.533333,0.500000,0.483333,0.223883,0.200000,0.250000,0.166667,tn=27 fp=3 fn=5 tp=1
within_condition,end_of_evidence_block,evidence_emotional_pressure,6,36,36,0.450000,0.500000,0.388889,0.158150,0.000000,0.000000,0.000000,tn=27 fp=3 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,7,36,36,0.466667,0.500000,0.322222,0.137507,0.000000,0.000000,0.000000,tn=28 fp=2 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,8,36,36,0.416667,0.500000,0.361111,0.149253,0.000000,0.000000,0.000000,tn=25 fp=5 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,9,36,36,0.516667,0.500000,0.533333,0.249225,0.181818,0.200000,0.166667,tn=26 fp=4 fn=5 tp=1
within_condition,end_of_evidence_block,evidence_emotional_pressure,10,36,36,0.450000,0.500000,0.477778,0.189379,0.000000,0.000000,0.000000,tn=27 fp=3 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,11,36,36,0.433333,0.500000,0.522222,0.204950,0.000000,0.000000,0.000000,tn=26 fp=4 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,12,36,36,0.466667,0.500000,0.422222,0.162298,0.000000,0.000000,0.000000,tn=28 fp=2 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,13,36,36,0.466667,0.500000,0.372222,0.148002,0.000000,0.000000,0.000000,tn=28 fp=2 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,14,36,36,0.466667,0.500000,0.333333,0.144400,0.000000,0.000000,0.000000,tn=28 fp=2 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,15,36,36,0.466667,0.500000,0.350000,0.146506,0.000000,0.000000,0.000000,tn=28 fp=2 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,16,36,36,0.483333,0.500000,0.438889,0.161267,0.000000,0.000000,0.000000,tn=29 fp=1 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,17,36,36,0.483333,0.500000,0.444444,0.162247,0.000000,0.000000,0.000000,tn=29 fp=1 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,18,36,36,0.450000,0.500000,0.550000,0.196711,0.000000,0.000000,0.000000,tn=27 fp=3 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,19,36,36,0.433333,0.500000,0.700000,0.280026,0.000000,0.000000,0.000000,tn=26 fp=4 fn=6 tp=0
within_condition,end_of_evidence_block,evidence_emotional_pressure,20,36,36,0.516667,0.500000,0.705556,0.307474,0.181818,0.200000,0.166667,tn=26 fp=4 fn=5 tp=1
within_condition,end_of_evidence_block,evidence_emotional_pressure,21,36,36,0.516667,0.500000,0.677778,0.271566,0.181818,0.200000,0.166667,tn=26 fp=4 fn=5 tp=1
within_condition,end_of_evidence_block,evidence_emotional_pressure,22,36,36,0.500000,0.500000,0.650000,0.244839,0.166667,0.166667,0.166667,tn=25 fp=5 fn=5 tp=1
within_condition,end_of_evidence_block,evidence_emotional_pressure,23,36,36,0.566667,0.500000,0.605556,0.241667,0.285714,0.250000,0.333333,tn=24 fp=6 fn=4 tp=2
within_condition,end_of_evidence_block,evidence_emotional_pressure,24,36,36,0.700000,0.500000,0.638889,0.322123,0.444444,0.333333,0.666667,tn=22 fp=8 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,25,36,36,0.683333,0.500000,0.600000,0.302298,0.421053,0.307692,0.666667,tn=21 fp=9 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,26,36,36,0.700000,0.500000,0.611111,0.312067,0.444444,0.333333,0.666667,tn=22 fp=8 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,27,36,36,0.716667,0.500000,0.611111,0.320533,0.470588,0.363636,0.666667,tn=23 fp=7 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,28,36,36,0.700000,0.500000,0.588889,0.296681,0.444444,0.333333,0.666667,tn=22 fp=8 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,29,36,36,0.716667,0.500000,0.583333,0.287422,0.470588,0.363636,0.666667,tn=23 fp=7 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,30,36,36,0.716667,0.500000,0.577778,0.280014,0.470588,0.363636,0.666667,tn=23 fp=7 fn=2 tp=4
within_condition,end_of_evidence_block,evidence_emotional_pressure,31,36,36,0.650000,0.500000,0.572222,0.273954,0.400000,0.333333,0.500000,tn=24 fp=6 fn=3 tp=3
within_condition,end_of_evidence_block,evidence_emotional_pressure,32,36,36,0.650000,0.500000,0.555556,0.253030,0.400000,0.333333,0.500000,tn=24 fp=6 fn=3 tp=3
within_condition,end_of_evidence_block,evidence_emotional_pressure,33,36,36,0.583333,0.500000,0.550000,0.245094,0.307692,0.285714,0.333333,tn=25 fp=5 fn=4 tp=2
within_condition,end_of_evidence_block,evidence_emotional_pressure,34,36,36,0.500000,0.500000,0.538889,0.233586,0.166667,0.166667,0.166667,tn=25 fp=5 fn=5 tp=1
within_condition,end_of_evidence_block,evidence_emotional_pressure,35,36,36,0.433333,0.500000,0.388889,0.176641,0.000000,0.000000,0.000000,tn=26 fp=4 fn=6 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,0,36,36,0.705882,0.500000,0.926471,0.642857,0.166667,0.090909,1.000000,tn=14 fp=20 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,1,36,36,0.838235,0.500000,0.985294,0.833333,0.266667,0.153846,1.000000,tn=23 fp=11 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,2,36,36,0.573529,0.500000,0.764706,0.308824,0.133333,0.076923,0.500000,tn=22 fp=12 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,3,36,36,0.632353,0.500000,0.602941,0.163462,0.137931,0.074074,1.000000,tn=9 fp=25 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,4,36,36,0.705882,0.500000,0.647059,0.111111,0.166667,0.090909,1.000000,tn=14 fp=20 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,5,36,36,0.558824,0.500000,0.647059,0.130952,0.125000,0.071429,0.500000,tn=21 fp=13 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,6,36,36,0.808824,0.500000,0.808824,0.190909,0.235294,0.133333,1.000000,tn=21 fp=13 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,7,36,36,0.544118,0.500000,0.735294,0.162500,0.117647,0.066667,0.500000,tn=20 fp=14 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,8,36,36,0.750000,0.500000,0.808824,0.190909,0.190476,0.105263,1.000000,tn=17 fp=17 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,9,36,36,0.750000,0.500000,0.897059,0.375000,0.190476,0.105263,1.000000,tn=17 fp=17 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,10,36,36,0.705882,0.500000,0.852941,0.266667,0.333333,0.250000,0.500000,tn=31 fp=3 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,11,36,36,0.735294,0.500000,0.926471,0.642857,0.500000,0.500000,0.500000,tn=33 fp=1 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,12,36,36,0.705882,0.500000,0.691176,0.214286,0.333333,0.250000,0.500000,tn=31 fp=3 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,13,36,36,0.661765,0.500000,0.779412,0.162338,0.222222,0.142857,0.500000,tn=28 fp=6 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,14,36,36,0.602941,0.500000,0.808824,0.243590,0.153846,0.090909,0.500000,tn=24 fp=10 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,15,36,36,0.676471,0.500000,0.647059,0.290000,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,16,36,36,0.338235,0.500000,0.588235,0.094017,0.000000,0.000000,0.000000,tn=23 fp=11 fn=2 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,17,36,36,0.397059,0.500000,0.764706,0.155556,0.000000,0.000000,0.000000,tn=27 fp=7 fn=2 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,18,36,36,0.470588,0.500000,0.867647,0.277778,0.000000,0.000000,0.000000,tn=32 fp=2 fn=2 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,19,36,36,0.455882,0.500000,0.794118,0.183333,0.000000,0.000000,0.000000,tn=31 fp=3 fn=2 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,20,36,36,0.867647,0.500000,0.882353,0.291667,0.307692,0.181818,1.000000,tn=25 fp=9 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,21,36,36,0.720588,0.500000,0.926471,0.416667,0.400000,0.333333,0.500000,tn=32 fp=2 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,22,36,36,0.720588,0.500000,0.970588,0.750000,0.400000,0.333333,0.500000,tn=32 fp=2 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,23,36,36,0.720588,0.500000,0.955882,0.500000,0.400000,0.333333,0.500000,tn=32 fp=2 fn=1 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,24,36,36,0.941176,0.500000,0.985294,0.833333,0.500000,0.333333,1.000000,tn=30 fp=4 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,25,36,36,0.911765,0.500000,0.970588,0.750000,0.400000,0.250000,1.000000,tn=28 fp=6 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,26,36,36,0.911765,0.500000,0.985294,0.833333,0.400000,0.250000,1.000000,tn=28 fp=6 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,27,36,36,0.911765,0.500000,0.985294,0.833333,0.400000,0.250000,1.000000,tn=28 fp=6 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,28,36,36,0.897059,0.500000,0.970588,0.750000,0.363636,0.222222,1.000000,tn=27 fp=7 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,29,36,36,0.926471,0.500000,0.970588,0.750000,0.444444,0.285714,1.000000,tn=29 fp=5 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,30,36,36,0.911765,0.500000,0.970588,0.750000,0.400000,0.250000,1.000000,tn=28 fp=6 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,31,36,36,0.882353,0.500000,0.970588,0.750000,0.333333,0.200000,1.000000,tn=26 fp=8 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,32,36,36,0.882353,0.500000,0.941176,0.450000,0.333333,0.200000,1.000000,tn=26 fp=8 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,33,36,36,0.882353,0.500000,0.926471,0.366667,0.333333,0.200000,1.000000,tn=26 fp=8 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,34,36,36,0.882353,0.500000,0.911765,0.325000,0.333333,0.200000,1.000000,tn=26 fp=8 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_evidence_false_belief_pressure,35,36,36,0.941176,0.500000,0.941176,0.416667,0.500000,0.333333,1.000000,tn=30 fp=4 fn=0 tp=2
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,0,36,36,0.528571,0.500000,0.828571,0.142857,0.057143,0.029412,1.000000,tn=2 fp=33 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,1,36,36,0.528571,0.500000,0.257143,0.037037,0.057143,0.029412,1.000000,tn=2 fp=33 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,2,36,36,0.371429,0.500000,0.371429,0.043478,0.000000,0.000000,0.000000,tn=26 fp=9 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,3,36,36,0.285714,0.500000,0.485714,0.052632,0.000000,0.000000,0.000000,tn=20 fp=15 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,4,36,36,0.357143,0.500000,0.228571,0.035714,0.000000,0.000000,0.000000,tn=25 fp=10 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,5,36,36,0.414286,0.500000,0.057143,0.029412,0.000000,0.000000,0.000000,tn=29 fp=6 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,6,36,36,0.300000,0.500000,0.171429,0.033333,0.000000,0.000000,0.000000,tn=21 fp=14 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,7,36,36,0.385714,0.500000,0.371429,0.043478,0.000000,0.000000,0.000000,tn=27 fp=8 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,8,36,36,0.414286,0.500000,0.457143,0.050000,0.000000,0.000000,0.000000,tn=29 fp=6 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,9,36,36,0.485714,0.500000,0.685714,0.083333,0.000000,0.000000,0.000000,tn=34 fp=1 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,10,36,36,0.485714,0.500000,0.685714,0.083333,0.000000,0.000000,0.000000,tn=34 fp=1 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,11,36,36,0.500000,0.500000,0.857143,0.166667,0.000000,0.000000,0.000000,tn=35 fp=0 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,12,36,36,0.500000,0.500000,0.914286,0.250000,0.000000,0.000000,0.000000,tn=35 fp=0 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,13,36,36,0.485714,0.500000,0.685714,0.083333,0.000000,0.000000,0.000000,tn=34 fp=1 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,14,36,36,0.814286,0.500000,0.657143,0.076923,0.133333,0.071429,1.000000,tn=22 fp=13 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,15,36,36,0.400000,0.500000,0.571429,0.062500,0.000000,0.000000,0.000000,tn=28 fp=7 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,16,36,36,0.757143,0.500000,0.800000,0.125000,0.105263,0.055556,1.000000,tn=18 fp=17 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,17,36,36,0.742857,0.500000,0.714286,0.090909,0.100000,0.052632,1.000000,tn=17 fp=18 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,18,36,36,0.885714,0.500000,0.771429,0.111111,0.200000,0.111111,1.000000,tn=27 fp=8 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,19,36,36,0.914286,0.500000,0.828571,0.142857,0.250000,0.142857,1.000000,tn=29 fp=6 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,20,36,36,0.371429,0.500000,0.742857,0.100000,0.000000,0.000000,0.000000,tn=26 fp=9 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,21,36,36,0.457143,0.500000,0.914286,0.250000,0.000000,0.000000,0.000000,tn=32 fp=3 fn=1 tp=0
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,22,36,36,0.928571,0.500000,0.857143,0.166667,0.285714,0.166667,1.000000,tn=30 fp=5 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,23,36,36,0.842857,0.500000,0.800000,0.125000,0.153846,0.083333,1.000000,tn=24 fp=11 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,24,36,36,0.585714,0.500000,0.657143,0.076923,0.064516,0.033333,1.000000,tn=6 fp=29 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,25,36,36,0.528571,0.500000,0.685714,0.083333,0.057143,0.029412,1.000000,tn=2 fp=33 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,26,36,36,0.500000,0.500000,0.685714,0.083333,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,27,36,36,0.500000,0.500000,0.685714,0.083333,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,28,36,36,0.500000,0.500000,0.628571,0.071429,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,29,36,36,0.500000,0.500000,0.628571,0.071429,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,30,36,36,0.500000,0.500000,0.542857,0.058824,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,31,36,36,0.500000,0.500000,0.542857,0.058824,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,32,36,36,0.500000,0.500000,0.542857,0.058824,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,33,36,36,0.500000,0.500000,0.542857,0.058824,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,34,36,36,0.500000,0.500000,0.485714,0.052632,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
