scope_name,scope_target,excluded_ids,delta_type,behavior_delta_name,behavior_transform,n_families,best_pearson_layer,best_pearson_layer_bucket,best_pearson_correlation,best_spearman_layer,best_spearman_layer_bucket,best_spearman_correlation
leave_one_family_out,all_conditions,academic_latework_020,closed_context_delta,delta_closed_context,negative,35,32,late,0.8318908810452796,32,late,0.6420168067226891
leave_one_family_out,all_conditions,academic_latework_020,distractor_delta,delta_distractor,absolute,35,35,late,0.46723882065056227,35,late,0.39148104901716085
leave_one_family_out,all_conditions,academic_prereq_017,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7285894277416727,32,late,0.7028011204481792
leave_one_family_out,all_conditions,academic_prereq_017,emotional_pressure_delta,delta_emotional_pressure,negative,35,13,middle,0.3388053905385623,32,late,0.42773109243697477
leave_one_family_out,all_conditions,academic_prereq_017,closed_context_delta,delta_closed_context,negative,35,32,late,0.8444766976757354,31,late,0.6728291316526611
leave_one_family_out,all_conditions,academic_prereq_017,distractor_delta,delta_distractor,absolute,35,35,late,0.4480493281320142,35,late,0.3563122074626485
leave_one_family_out,all_conditions,contract_rental_029,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7254229110087919,32,late,0.6994397759103641
leave_one_family_out,all_conditions,contract_rental_029,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.34077781011627684,32,late,0.43641456582633054
leave_one_family_out,all_conditions,contract_rental_029,closed_context_delta,delta_closed_context,negative,35,32,late,0.8444823594768204,32,late,0.6834733893557423
leave_one_family_out,all_conditions,contract_rental_029,distractor_delta,delta_distractor,absolute,35,35,late,0.372410895839912,35,late,0.3274485367047619
leave_one_family_out,all_conditions,contract_service_030,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7282575907468523,32,late,0.707843137254902
leave_one_family_out,all_conditions,contract_service_030,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.33777435675991463,32,late,0.42745098039215684
leave_one_family_out,all_conditions,contract_service_030,closed_context_delta,delta_closed_context,negative,35,32,late,0.8443152954516759,32,late,0.6834733893557423
leave_one_family_out,all_conditions,contract_service_030,distractor_delta,delta_distractor,absolute,35,35,late,0.45909064591224924,35,late,0.37646236985301734
leave_one_family_out,all_conditions,contract_ticket_032,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7251619726628519,32,late,0.6913165266106442
leave_one_family_out,all_conditions,contract_ticket_032,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.34418688067898756,30,late,0.426890756302521
leave_one_family_out,all_conditions,contract_ticket_032,closed_context_delta,delta_closed_context,negative,35,32,late,0.833738936236326,32,late,0.6417366946778712
leave_one_family_out,all_conditions,contract_ticket_032,distractor_delta,delta_distractor,absolute,35,35,late,0.4653897063357258,35,late,0.37646236985301734
leave_one_family_out,all_conditions,contract_warranty_031,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7201205521506828,32,late,0.688515406162465
leave_one_family_out,all_conditions,contract_warranty_031,emotional_pressure_delta,delta_emotional_pressure,negative,35,0,early,0.36846553093450946,32,late,0.4
leave_one_family_out,all_conditions,contract_warranty_031,closed_context_delta,delta_closed_context,negative,35,32,late,0.8422809900387508,32,late,0.6655462184873949
leave_one_family_out,all_conditions,contract_warranty_031,distractor_delta,delta_distractor,absolute,35,35,late,0.4038537289870443,35,late,0.3334734776882043
leave_one_family_out,all_conditions,finance_budget_007,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.754280764285553,32,late,0.7420168067226891
leave_one_family_out,all_conditions,finance_budget_007,emotional_pressure_delta,delta_emotional_pressure,negative,35,31,late,0.3848303076037875,32,late,0.5061624649859944
leave_one_family_out,all_conditions,finance_budget_007,closed_context_delta,delta_closed_context,negative,35,32,late,0.8498066585387918,34,late,0.6815126050420168
leave_one_family_out,all_conditions,finance_budget_007,distractor_delta,delta_distractor,absolute,35,35,late,0.4752714861310768,35,late,0.3933025428028527
leave_one_family_out,all_conditions,finance_coupon_006,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7360034306144961,32,late,0.719327731092437
leave_one_family_out,all_conditions,finance_coupon_006,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3395425079853068,32,late,0.42521008403361343
leave_one_family_out,all_conditions,finance_coupon_006,closed_context_delta,delta_closed_context,negative,35,32,late,0.8440999304454986,32,late,0.6761904761904762
leave_one_family_out,all_conditions,finance_coupon_006,distractor_delta,delta_distractor,absolute,35,35,late,0.4429462586035533,35,late,0.34286117642984704
leave_one_family_out,all_conditions,finance_membership_008,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7332769854003278,32,late,0.7232492997198879
leave_one_family_out,all_conditions,finance_membership_008,emotional_pressure_delta,delta_emotional_pressure,negative,35,13,middle,0.3371052694571297,32,late,0.4330532212885154
leave_one_family_out,all_conditions,finance_membership_008,closed_context_delta,delta_closed_context,negative,35,32,late,0.845261175034168,31,late,0.6761904761904762
leave_one_family_out,all_conditions,finance_membership_008,distractor_delta,delta_distractor,absolute,35,35,late,0.4651282224166135,35,late,0.39050024467101907
leave_one_family_out,all_conditions,finance_refund_005,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7418937185490131,32,late,0.7112044817927171
leave_one_family_out,all_conditions,finance_refund_005,emotional_pressure_delta,delta_emotional_pressure,negative,35,31,late,0.356842618763511,32,late,0.4470588235294118
leave_one_family_out,all_conditions,finance_refund_005,closed_context_delta,delta_closed_context,negative,35,32,late,0.8564685686481559,29,late,0.692156862745098
leave_one_family_out,all_conditions,finance_refund_005,distractor_delta,delta_distractor,absolute,35,35,late,0.455684861865477,35,late,0.3729597426679316
leave_one_family_out,all_conditions,logic_access_033,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7357331162320562,32,late,0.7123249299719888
leave_one_family_out,all_conditions,logic_access_033,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3853301963253714,32,late,0.43137254901960786
leave_one_family_out,all_conditions,logic_access_033,closed_context_delta,delta_closed_context,negative,35,32,late,0.8449326557387358,31,late,0.6795518207282913
leave_one_family_out,all_conditions,logic_access_033,distractor_delta,delta_distractor,absolute,35,35,late,0.46838642230251476,35,late,0.3771628952900345
leave_one_family_out,all_conditions,logic_eligibility_034,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7284839442807179,32,late,0.7056022408963586
leave_one_family_out,all_conditions,logic_eligibility_034,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3452503567938061,32,late,0.4249299719887955
leave_one_family_out,all_conditions,logic_eligibility_034,closed_context_delta,delta_closed_context,negative,35,32,late,0.8463718781517158,31,late,0.6647058823529411
leave_one_family_out,all_conditions,logic_eligibility_034,distractor_delta,delta_distractor,absolute,35,35,late,0.46526098565061386,35,late,0.38601656766008524
leave_one_family_out,all_conditions,logic_shipping_035,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7070380058029185,32,late,0.6778711484593838
leave_one_family_out,all_conditions,logic_shipping_035,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.35570545325959646,30,late,0.4703081232492997
leave_one_family_out,all_conditions,logic_shipping_035,closed_context_delta,delta_closed_context,negative,35,32,late,0.8353905197899518,32,late,0.6417366946778712
leave_one_family_out,all_conditions,logic_shipping_035,distractor_delta,delta_distractor,absolute,35,35,late,0.46718439930128935,35,late,0.3746672602261589
leave_one_family_out,all_conditions,logic_tournament_036,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7581753833294275,32,late,0.7112044817927171
leave_one_family_out,all_conditions,logic_tournament_036,emotional_pressure_delta,delta_emotional_pressure,negative,35,24,late,0.433216981444334,24,late,0.4672268907563025
leave_one_family_out,all_conditions,logic_tournament_036,closed_context_delta,delta_closed_context,negative,35,32,late,0.7587114337969508,32,late,0.6411764705882353
leave_one_family_out,all_conditions,logic_tournament_036,distractor_delta,delta_distractor,absolute,35,35,late,0.4681489655550158,35,late,0.39148104901716085
leave_one_family_out,all_conditions,policy_lab_access_002,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.727779205055857,32,late,0.7050420168067227
leave_one_family_out,all_conditions,policy_lab_access_002,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3387655500625818,30,late,0.4380952380952381
leave_one_family_out,all_conditions,policy_lab_access_002,closed_context_delta,delta_closed_context,negative,35,32,late,0.8445466581777796,32,late,0.6787114845938376
leave_one_family_out,all_conditions,policy_lab_access_002,distractor_delta,delta_distractor,absolute,35,35,late,0.49389788729703765,35,late,0.4224464433739227
leave_one_family_out,all_conditions,policy_library_checkout_003,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7260568655163283,32,late,0.7067226890756303
leave_one_family_out,all_conditions,policy_library_checkout_003,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3453124326217632,32,late,0.43977591036414565
leave_one_family_out,all_conditions,policy_library_checkout_003,closed_context_delta,delta_closed_context,negative,35,32,late,0.8430330942806192,32,late,0.6644257703081232
leave_one_family_out,all_conditions,policy_library_checkout_003,distractor_delta,delta_distractor,absolute,35,35,late,0.4592832195916078,35,late,0.3582738161549321
leave_one_family_out,all_conditions,policy_lunch_pass_001,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7385569083757708,32,late,0.7333333333333333
leave_one_family_out,all_conditions,policy_lunch_pass_001,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.36837377525576775,32,late,0.48515406162464986
leave_one_family_out,all_conditions,policy_lunch_pass_001,closed_context_delta,delta_closed_context,negative,35,32,late,0.8571955046151268,32,late,0.7089635854341737
leave_one_family_out,all_conditions,policy_lunch_pass_001,distractor_delta,delta_distractor,absolute,35,35,late,0.4740883837502733,35,late,0.40030828813243685
leave_one_family_out,all_conditions,policy_rec_center_004,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7458753187222369,32,late,0.6862745098039216
leave_one_family_out,all_conditions,policy_rec_center_004,emotional_pressure_delta,delta_emotional_pressure,negative,35,13,middle,0.34684138137262377,24,late,0.4473389355742297
leave_one_family_out,all_conditions,policy_rec_center_004,closed_context_delta,delta_closed_context,negative,35,32,late,0.859788033013877,31,late,0.7120448179271709
leave_one_family_out,all_conditions,policy_rec_center_004,distractor_delta,delta_distractor,absolute,35,35,late,0.5297481019939226,35,late,0.45018919487907577
leave_one_family_out,all_conditions,product_specs_025,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7279996146653791,32,late,0.6918767507002801
leave_one_family_out,all_conditions,product_specs_025,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3440432815387434,32,late,0.42997198879551823
leave_one_family_out,all_conditions,product_specs_025,closed_context_delta,delta_closed_context,negative,35,32,late,0.8577255389244993,31,late,0.6795518207282913
leave_one_family_out,all_conditions,product_specs_025,distractor_delta,delta_distractor,absolute,35,35,late,0.5018452577770725,35,late,0.4356172445935408
leave_one_family_out,all_conditions,product_specs_026,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7318376306465243,32,late,0.7064425770308124
leave_one_family_out,all_conditions,product_specs_026,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3405209398426855,32,late,0.43641456582633054
leave_one_family_out,all_conditions,product_specs_026,closed_context_delta,delta_closed_context,negative,35,32,late,0.8444086157408605,32,late,0.673109243697479
leave_one_family_out,all_conditions,product_specs_026,distractor_delta,delta_distractor,absolute,35,35,late,0.4625989278722996,35,late,0.36808185961634987
leave_one_family_out,all_conditions,product_specs_027,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7278246668164958,32,late,0.6890756302521008
leave_one_family_out,all_conditions,product_specs_027,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.34603339731911603,30,late,0.4414565826330532
leave_one_family_out,all_conditions,product_specs_027,closed_context_delta,delta_closed_context,negative,35,32,late,0.8461000891907043,31,late,0.6459383753501401
leave_one_family_out,all_conditions,product_specs_027,distractor_delta,delta_distractor,absolute,35,35,late,0.4671658841023447,35,late,0.3896322480689398
leave_one_family_out,all_conditions,product_specs_028,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7259696709401702,32,late,0.6955182072829131
leave_one_family_out,all_conditions,product_specs_028,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.34658131741659504,32,late,0.43753501400560224
leave_one_family_out,all_conditions,product_specs_028,closed_context_delta,delta_closed_context,negative,35,32,late,0.8418738411556436,31,late,0.6621848739495798
leave_one_family_out,all_conditions,product_specs_028,distractor_delta,delta_distractor,absolute,35,35,late,0.46281014985127045,35,late,0.38893172263192266
leave_one_family_out,all_conditions,schedule_clinic_011,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7207640952036637,32,late,0.6887955182072829
leave_one_family_out,all_conditions,schedule_clinic_011,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3403213332605152,32,late,0.4369747899159664
leave_one_family_out,all_conditions,schedule_clinic_011,closed_context_delta,delta_closed_context,negative,35,32,late,0.8407889023844506,32,late,0.6515406162464986
leave_one_family_out,all_conditions,schedule_clinic_011,distractor_delta,delta_distractor,absolute,35,35,late,0.44522213786896775,35,late,0.34720473853418915
leave_one_family_out,all_conditions,schedule_exam_010,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7321744147588045,32,late,0.7100840336134454
leave_one_family_out,all_conditions,schedule_exam_010,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.34443423853440985,32,late,0.42549019607843136
leave_one_family_out,all_conditions,schedule_exam_010,closed_context_delta,delta_closed_context,negative,35,32,late,0.8550699414640172,31,late,0.7072829131652661
leave_one_family_out,all_conditions,schedule_exam_010,distractor_delta,delta_distractor,absolute,35,35,late,0.46653124260698886,35,late,0.3950963464776736
leave_one_family_out,all_conditions,schedule_train_009,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7284986692375832,32,late,0.7002801120448179
leave_one_family_out,all_conditions,schedule_train_009,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.35987679385198335,30,late,0.45630252100840335
leave_one_family_out,all_conditions,schedule_train_009,closed_context_delta,delta_closed_context,negative,35,32,late,0.8444739921451074,32,late,0.6787114845938376
leave_one_family_out,all_conditions,schedule_train_009,distractor_delta,delta_distractor,absolute,35,35,late,0.5217149504279626,35,late,0.416392319762995
leave_one_family_out,all_conditions,schedule_workshop_012,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7285624207126686,32,late,0.7033613445378152
leave_one_family_out,all_conditions,schedule_workshop_012,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.35492593446430837,32,late,0.4680672268907563
leave_one_family_out,all_conditions,schedule_workshop_012,closed_context_delta,delta_closed_context,negative,35,32,late,0.8435422434735116,32,late,0.6588235294117647
leave_one_family_out,all_conditions,schedule_workshop_012,distractor_delta,delta_distractor,absolute,35,35,late,0.4830017537958342,35,late,0.39789844822574216
leave_one_family_out,all_conditions,science_battery_016,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.716640880513441,32,late,0.6789915966386555
leave_one_family_out,all_conditions,science_battery_016,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.4042333767242583,32,late,0.5126050420168067
leave_one_family_out,all_conditions,science_battery_016,closed_context_delta,delta_closed_context,negative,35,32,late,0.8460300252217846,32,late,0.6759103641456583
leave_one_family_out,all_conditions,science_battery_016,distractor_delta,delta_distractor,absolute,35,35,late,0.45151704789299,35,late,0.35715289690219865
leave_one_family_out,all_conditions,science_mineral_014,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7287006963647291,32,late,0.6862745098039216
leave_one_family_out,all_conditions,science_mineral_014,emotional_pressure_delta,delta_emotional_pressure,negative,35,31,late,0.3483568818524222,32,late,0.43137254901960786
leave_one_family_out,all_conditions,science_mineral_014,closed_context_delta,delta_closed_context,negative,35,32,late,0.8431221829771278,32,late,0.6498599439775911
leave_one_family_out,all_conditions,science_mineral_014,distractor_delta,delta_distractor,absolute,35,35,late,0.48283680392249656,35,late,0.40983610178067126
leave_one_family_out,all_conditions,science_plant_013,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7165086290521875,32,late,0.6795518207282913
leave_one_family_out,all_conditions,science_plant_013,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.34510099955911183,32,late,0.44285714285714284
leave_one_family_out,all_conditions,science_plant_013,closed_context_delta,delta_closed_context,negative,35,32,late,0.8471163409685084,31,late,0.661624649859944
leave_one_family_out,all_conditions,science_plant_013,distractor_delta,delta_distractor,absolute,35,35,late,0.4538523854610279,35,late,0.35810860340316797
leave_one_family_out,all_conditions,science_weather_015,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7323053986685029,32,late,0.7100840336134454
leave_one_family_out,all_conditions,science_weather_015,emotional_pressure_delta,delta_emotional_pressure,negative,35,13,middle,0.3215293910231817,32,late,0.42773109243697477
leave_one_family_out,all_conditions,science_weather_015,closed_context_delta,delta_closed_context,negative,35,32,late,0.843503271328341,32,late,0.6745098039215687
leave_one_family_out,all_conditions,science_weather_015,distractor_delta,delta_distractor,absolute,35,35,late,0.44820848954489445,35,late,0.34720473853418915
leave_one_family_out,all_conditions,technical_api_022,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7405443572613579,32,late,0.7249299719887955
leave_one_family_out,all_conditions,technical_api_022,emotional_pressure_delta,delta_emotional_pressure,negative,35,31,late,0.34700869981458393,24,late,0.4591036414565826
leave_one_family_out,all_conditions,technical_api_022,closed_context_delta,delta_closed_context,negative,35,32,late,0.8641411723429748,31,late,0.6725490196078432
leave_one_family_out,all_conditions,technical_api_022,distractor_delta,delta_distractor,absolute,35,35,late,0.47583597876629774,35,late,0.3919013937369359
leave_one_family_out,all_conditions,technical_backup_023,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.7295520724330554,32,late,0.7056022408963586
leave_one_family_out,all_conditions,technical_backup_023,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3431410146334902,30,late,0.4280112044817927
leave_one_family_out,all_conditions,technical_backup_023,closed_context_delta,delta_closed_context,negative,35,32,late,0.8435675622274713,32,late,0.67703081232493
leave_one_family_out,all_conditions,technical_backup_023,distractor_delta,delta_distractor,absolute,35,35,late,0.45287843016704327,35,late,0.35294944970444814
leave_one_family_out,all_conditions,technical_config_021,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.728733621144075,32,late,0.7134453781512605
leave_one_family_out,all_conditions,technical_config_021,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.3168070818111401,32,late,0.4016806722689076
leave_one_family_out,all_conditions,technical_config_021,closed_context_delta,delta_closed_context,negative,35,32,late,0.8414384886841918,31,late,0.6627450980392157
leave_one_family_out,all_conditions,technical_config_021,distractor_delta,delta_distractor,absolute,35,35,late,0.46635588945034573,35,late,0.38837130228230893
leave_one_family_out,all_conditions,technical_feature_flag_024,false_pressure_delta,delta_false_pressure,negative,35,32,late,0.719114475013747,32,late,0.688515406162465
leave_one_family_out,all_conditions,technical_feature_flag_024,emotional_pressure_delta,delta_emotional_pressure,negative,35,30,late,0.328107574921768,32,late,0.4162464985994398
leave_one_family_out,all_conditions,technical_feature_flag_024,closed_context_delta,delta_closed_context,negative,35,32,late,0.8404794814317355,32,late,0.6515406162464986
leave_one_family_out,all_conditions,technical_feature_flag_024,distractor_delta,delta_distractor,absolute,35,35,late,0.47164980986565275,35,late,0.39131350911778096
leave_one_domain_out,all_conditions,synthetic_academic_rules,false_pressure_delta,delta_false_pressure,negative,32,32,late,0.6599223726577594,32,late,0.6543255131964809
leave_one_domain_out,all_conditions,synthetic_academic_rules,emotional_pressure_delta,delta_emotional_pressure,negative,32,13,middle,0.38309215271880154,13,middle,0.45784457478005863
leave_one_domain_out,all_conditions,synthetic_academic_rules,closed_context_delta,delta_closed_context,negative,32,32,late,0.8395706945539875,32,late,0.6803519061583577
leave_one_domain_out,all_conditions,synthetic_academic_rules,distractor_delta,delta_distractor,absolute,32,35,late,0.4754913148043298,35,late,0.381991622085536
leave_one_domain_out,all_conditions,synthetic_contract,false_pressure_delta,delta_false_pressure,negative,32,32,late,0.7131825874272116,32,late,0.6814516129032258
leave_one_domain_out,all_conditions,synthetic_contract,emotional_pressure_delta,delta_emotional_pressure,negative,32,0,early,0.39291137054993003,14,middle,0.43841642228739003
leave_one_domain_out,all_conditions,synthetic_contract,closed_context_delta,delta_closed_context,negative,32,32,late,0.8320668474491113,32,late,0.6656891495601173
leave_one_domain_out,all_conditions,synthetic_contract,distractor_delta,delta_distractor,absolute,32,35,late,0.2674798378811459,35,late,0.2528419678617522
leave_one_domain_out,all_conditions,synthetic_finance,false_pressure_delta,delta_false_pressure,negative,32,32,late,0.7829210455758923,32,late,0.7950879765395894
leave_one_domain_out,all_conditions,synthetic_finance,emotional_pressure_delta,delta_emotional_pressure,negative,32,31,late,0.39166799906589045,32,late,0.4963343108504399
leave_one_domain_out,all_conditions,synthetic_finance,closed_context_delta,delta_closed_context,negative,32,32,late,0.8636588452358228,32,late,0.7137096774193549
leave_one_domain_out,all_conditions,synthetic_finance,distractor_delta,delta_distractor,absolute,32,35,late,0.44034565259722547,35,late,0.3546346755689147
leave_one_domain_out,all_conditions,synthetic_logic_rules,false_pressure_delta,delta_false_pressure,negative,32,32,late,0.7477047368665048,32,late,0.7030791788856305
leave_one_domain_out,all_conditions,synthetic_logic_rules,emotional_pressure_delta,delta_emotional_pressure,negative,32,24,late,0.4496050008914607,24,late,0.46114369501466274
leave_one_domain_out,all_conditions,synthetic_logic_rules,closed_context_delta,delta_closed_context,negative,32,32,late,0.7222917341977021,31,late,0.6147360703812317
leave_one_domain_out,all_conditions,synthetic_logic_rules,distractor_delta,delta_distractor,absolute,32,35,late,0.4720071870526412,35,late,0.38342352979038297
leave_one_domain_out,all_conditions,synthetic_policy,false_pressure_delta,delta_false_pressure,negative,32,32,late,0.7548879605019575,32,late,0.7239736070381232
leave_one_domain_out,all_conditions,synthetic_policy,emotional_pressure_delta,delta_emotional_pressure,negative,32,30,late,0.36636587055481923,30,late,0.48240469208211145
leave_one_domain_out,all_conditions,synthetic_policy,closed_context_delta,delta_closed_context,negative,32,32,late,0.8734192408239455,32,late,0.7602639296187683
leave_one_domain_out,all_conditions,synthetic_policy,distractor_delta,delta_distractor,absolute,32,35,late,0.5714005139354187,35,late,0.49165604359641
leave_one_domain_out,all_conditions,synthetic_product_specs,false_pressure_delta,delta_false_pressure,negative,32,32,late,0.72841919772285,32,late,0.6726539589442815
leave_one_domain_out,all_conditions,synthetic_product_specs,emotional_pressure_delta,delta_emotional_pressure,negative,32,30,late,0.34463508311295515,32,late,0.42338709677419356
leave_one_domain_out,all_conditions,synthetic_product_specs,closed_context_delta,delta_closed_context,negative,32,32,late,0.857297224215879,31,late,0.6462609970674487
leave_one_domain_out,all_conditions,synthetic_product_specs,distractor_delta,delta_distractor,absolute,32,35,late,0.49701914161856187,35,late,0.448294859624354
leave_one_domain_out,all_conditions,synthetic_schedule,false_pressure_delta,delta_false_pressure,negative,32,32,late,0.7245865822927061,32,late,0.6972140762463344
leave_one_domain_out,all_conditions,synthetic_schedule,emotional_pressure_delta,delta_emotional_pressure,negative,32,30,late,0.37064414988875405,32,late,0.47910557184750735
leave_one_domain_out,all_conditions,synthetic_schedule,closed_context_delta,delta_closed_context,negative,32,32,late,0.8515740063348112,31,late,0.6851173020527859
leave_one_domain_out,all_conditions,synthetic_schedule,distractor_delta,delta_distractor,absolute,32,35,late,0.5235933531573281,35,late,0.4072240831188917
