family_id,condition,anchor,layer,delta_norm_l2
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,8,2.0381565710e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,9,1.9108306871e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,10,1.9628014529e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,11,2.1173948839e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,12,2.3042394100e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,13,2.2860616802e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,14,2.3080960285e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,15,2.4817287846e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,16,2.6786314195e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,17,2.9909782195e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,18,3.2593181070e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,19,4.0573733434e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,20,4.3197315768e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,21,4.7007676506e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,22,5.2419970958e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,23,6.1686222123e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,24,7.3569141886e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,25,8.0181350550e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,26,8.8915403556e+01
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,27,1.1530513461e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,28,1.3553120102e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,29,1.5598555815e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,30,1.8600480736e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,31,2.1142208226e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,32,2.3687365738e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,33,2.5985983770e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,34,2.9007906461e+02
academic_attendance_019,evidence_false_belief_pressure,end_of_user_message,35,1.2806849671e+02
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,0,3.0279954236e-01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,1,4.4078458349e-01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,2,6.3109675496e-01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,3,1.1797906988e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,4,1.4802897576e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,5,1.9642941021e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,6,2.6653750530e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,7,3.1977155555e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,8,4.3270723755e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,9,4.8547592500e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,10,4.8034807602e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,11,4.7159683052e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,12,6.4552520094e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,13,6.9895678249e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,14,7.2030239062e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,15,8.2940893388e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,16,8.5992720592e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,17,9.6886167463e+00
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,18,1.2054389585e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,19,1.4772430772e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,20,1.8633182474e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,21,2.3776760448e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,22,2.4992706611e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,23,3.0305743060e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,24,3.2037408810e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,25,3.2997540318e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,26,3.6039565747e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,27,3.8967947038e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,28,4.2647220659e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,29,4.5086481419e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,30,4.9298862183e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,31,5.3941225088e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,32,6.1876267242e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,33,7.2979300860e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,34,9.0511865209e+01
academic_attendance_019,evidence_false_belief_pressure,final_answer_position,35,4.6085593167e+01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,0,0.0000000000e+00
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,1,6.8736043276e-04
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,2,3.8316597512e-03
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,3,7.4993324580e-03
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,4,1.0962872832e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,5,1.4282574252e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,6,1.9507646081e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,7,2.6538640513e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,8,3.5460100707e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,9,3.8097452828e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,10,4.1737831446e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,11,4.5774452328e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,12,5.5260860758e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,13,5.8022980011e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,14,6.0144671226e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,15,7.0856189217e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,16,7.3836823439e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,17,7.8254751403e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,18,8.5030867446e-02
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,19,1.0110490559e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,20,1.0286751386e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,21,1.0914565279e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,22,1.2475159693e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,23,1.6062729272e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,24,2.2194445090e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,25,2.4974040446e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,26,2.7938268750e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,27,3.4644790107e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,28,4.0076617446e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,29,4.4002847942e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,30,5.0702735377e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,31,5.7246813186e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,32,6.3388935421e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,33,7.0710766166e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,34,8.3589154860e-01
academic_attendance_019,evidence_emotional_pressure,end_of_evidence_block,35,2.3697259955e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,0,0.0000000000e+00
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,1,7.4346115639e-04
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,2,4.2982669843e-03
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,3,8.0810188999e-03
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,4,1.1222371139e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,5,1.5544087442e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,6,2.1278581468e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,7,3.0188474040e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,8,3.4127812742e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,9,3.4273073227e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,10,3.5155446415e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,11,3.6007081670e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,12,4.7885567032e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,13,5.9348050840e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,14,5.2752875823e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,15,6.0811233109e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,16,6.5631893838e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,17,7.1370168087e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,18,8.5340807259e-02
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,19,1.0895172289e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,20,1.1457401096e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,21,1.3207683365e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,22,1.3884896491e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,23,1.5441223873e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,24,1.8257671943e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,25,2.3351569527e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,26,2.7526702415e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,27,3.4912321350e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,28,4.1006230828e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,29,4.6949317749e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,30,5.7823387440e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,31,6.4123408217e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,32,7.6222776193e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,33,8.6735821023e-01
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,34,1.1099068834e+00
academic_attendance_019,evidence_emotional_pressure,end_of_question_block,35,3.8538626190e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,0,0.0000000000e+00
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,1,1.4715924001e-03
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,2,4.2041825552e-03
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,3,8.4000707857e-03
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,4,1.1625362362e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,5,1.5624998254e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,6,2.3184443944e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,7,3.3953716282e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,8,4.5537435039e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,9,4.7844752489e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,10,5.5172559604e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,11,5.6826166332e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,12,5.8807811528e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,13,7.7314313190e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,14,7.4546065642e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,15,7.0827784815e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,16,7.0663931558e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,17,7.5220665962e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,18,8.3460934268e-02
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,19,1.0097798198e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,20,1.1115141096e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,21,1.3547688616e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,22,1.4627253314e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,23,1.7125495372e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,24,2.0242162917e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,25,2.4285221594e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,26,2.7081311466e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,27,3.1506870270e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,28,3.8207225609e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,29,4.5029006280e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,30,5.5056374484e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,31,6.4423848587e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,32,7.8668013129e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,33,8.8940092092e-01
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,34,1.0073393374e+00
academic_attendance_019,evidence_emotional_pressure,end_of_answer_choices,35,4.6946979115e-01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,0,2.6574974843e+00
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,1,3.2560223921e+00
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,2,4.2472315408e+00
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,3,5.1134054691e+00
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,4,6.3385584867e+00
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,5,8.1961833255e+00
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,6,1.2286252191e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,7,1.4977809649e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,8,1.9643684271e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,9,1.8473982140e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,10,1.9590544513e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,11,2.0680631914e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,12,2.2982569701e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,13,2.3569000898e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,14,2.4081586494e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,15,2.6329422862e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,16,2.9584892629e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,17,3.1823549072e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,18,3.4973634660e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,19,4.2963198364e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,20,4.4828044518e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,21,4.9440781172e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,22,5.4216603194e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,23,6.2144452257e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,24,7.4037761122e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,25,7.9645777976e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,26,8.7659972843e+01
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,27,1.0126989525e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,28,1.1828650999e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,29,1.3342683217e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,30,1.5772264112e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,31,1.7945238140e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,32,1.9689020394e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,33,2.1603896527e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,34,2.4250373587e+02
academic_attendance_019,evidence_emotional_pressure,end_of_user_message,35,1.1841647977e+02
academic_attendance_019,evidence_emotional_pressure,final_answer_position,0,3.5220225535e-01
academic_attendance_019,evidence_emotional_pressure,final_answer_position,1,4.8565204108e-01
academic_attendance_019,evidence_emotional_pressure,final_answer_position,2,6.6227476800e-01
academic_attendance_019,evidence_emotional_pressure,final_answer_position,3,1.0646349831e+00
academic_attendance_019,evidence_emotional_pressure,final_answer_position,4,1.3149382992e+00
